url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,32,2
/aubricot/computer_vision_with_eol_images,21,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,13,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,11,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,9,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/aves,9,2
/aubricot/computer_vision_with_eol_images/tree/master,8,1
/aubricot/computer_vision_with_eol_images/upload,7,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/aves/aves_generate_crops_tf2.ipynb,6,2
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/chiroptera/chiroptera_generate_crops_tf2.ipynb,6,2
